encoded_destination_id,destination_movement_id,destination_display_name
1404,4958,201402 (4958)
1405,4959,201503 (4959)
1406,4961,201452 (4961)
1407,4962,201482 (4962)
1408,4966,201431 (4966)
1409,4970,201473 (4970)
1410,4974,201475 (4974)
1411,4975,201483 (4975)
1412,4980,201421 (4980)
1413,4984,201495 (4984)
1414,4990,201445 (4990)
1415,4991,201494 (4991)
1416,4995,201491 (4995)
1417,5002,201492 (5002)
1418,5004,405930 (5004)
1419,5012,201493 (5012)
1420,5013,201435 (5013)
1421,5014,201512 (5014)
1422,5020,201541 (5020)
1423,5021,405931 (5021)
1424,5029,201511 (5029)
1425,5038,201502 (5038)
1426,5039,201553 (5039)
1427,5040,201403 (5040)
1428,5043,201554 (5043)
1429,5068,201414 (5068)
1430,5069,201411 (5069)
1431,5076,405920 (5076)
1432,5078,201551 (5078)
1433,5086,201542 (5086)
1434,5087,201552 (5087)
1435,5092,201522 (5092)
1436,5102,201524 (5102)
1437,5109,201531 (5109)
1438,5114,201561 (5114)
1439,5121,201572 (5121)
1440,5129,201562 (5129)
1441,5130,405956 (5130)
1442,5134,201643 (5134)
1443,5135,201659 (5135)
1444,5138,201521 (5138)
1445,5145,201413 (5145)
1446,5146,201532 (5146)
1447,5151,201412 (5151)
1448,5153,201573 (5153)
1449,5154,405832 (5154)
1450,5156,405821 (5156)
1451,5158,405831 (5158)
1452,5159,201581 (5159)
1453,5160,201644 (5160)
1454,5161,201662 (5161)
1455,5162,405952 (5162)
1456,5164,201642 (5164)
1457,5165,201621 (5165)
1458,5166,201582 (5166)
1459,5167,201645 (5167)
1460,5175,201637 (5175)
1461,5180,201638 (5180)
1462,5183,201641 (5183)
1463,5185,201639 (5185)
1464,5186,405833 (5186)
1465,5187,405822 (5187)
1466,5191,20163A (5191)
1467,5195,201622 (5195)
1468,5198,201631 (5198)
1469,5200,201746 (5200)
1470,5202,201634 (5202)
1471,5204,201632 (5204)
1472,5205,201661 (5205)
1473,5210,201636 (5210)
1474,5211,201633 (5211)
1475,5215,201663 (5215)
1476,5221,405811 (5221)
1477,5223,201701 (5223)
1478,5238,201594 (5238)
1479,5239,201673 (5239)
1480,5242,201702 (5242)
1481,5245,201681 (5245)
1482,5247,201601 (5247)
1483,5249,405761 (5249)
1484,5251,201674 (5251)
1485,5259,201711 (5259)
1486,5261,201675 (5261)
1487,5263,201676 (5263)
1488,5265,201682 (5265)
1489,5266,201683 (5266)
1490,5270,201677 (5270)
1491,5271,405812 (5271)
1492,5272,405770 (5272)
1493,5274,201721 (5274)
1494,5275,201691 (5275)
1495,5282,201592 (5282)
1496,5283,201684 (5283)
1497,5285,201712 (5285)
1498,5286,201602 (5286)
1499,5287,201713 (5287)
1500,5288,201591 (5288)
1501,5292,201789 (5292)
1502,5293,201722 (5293)
1503,5294,405782 (5294)
1504,5295,201821 (5295)
1505,5299,201692 (5299)
1506,5300,201723 (5300)
1507,5303,201785 (5303)
1508,5306,201727 (5306)
1509,5307,201725 (5307)
1510,5309,405713 (5309)
1511,5310,201728 (5310)
1512,5312,201771 (5312)
1513,5313,201784 (5313)
1514,5314,201814 (5314)
1515,5315,201731 (5315)
1516,5317,20172A (5317)
1517,5318,201781 (5318)
1518,5319,201782 (5319)
1519,5320,201774 (5320)
1520,5324,201724 (5324)
1521,5326,201772 (5326)
1522,5327,201773 (5327)
1523,5328,201783 (5328)
1524,5329,201729 (5329)
1525,5333,201791 (5333)
1526,5337,405783 (5337)
1527,5338,405711 (5338)
1528,5339,201764 (5339)
1529,5341,201831 (5341)
1530,5342,201761 (5342)
1531,5343,201815 (5343)
1532,5344,201792 (5344)
1533,5345,201822 (5345)
1534,5346,201793 (5346)
1535,5347,201762 (5347)
1536,5349,201832 (5349)
1537,5350,201811 (5350)
1538,5352,201794 (5352)
1539,5353,201823 (5353)
1540,5355,201933 (5355)
1541,5356,201821 (5356)
1542,5357,201833 (5357)
1543,5358,201812 (5358)
1544,5359,201955 (5359)
1545,5362,201801 (5362)
1546,5363,201931 (5363)
1547,5364,201932 (5364)
1548,5367,201971 (5367)
1549,5369,201813 (5369)
1550,5370,201951 (5370)
1551,5371,201802 (5371)
1552,5372,201834 (5372)
1553,5373,405793 (5373)
1554,5374,201803 (5374)
1555,5375,405700 (5375)
1556,5376,405792 (5376)
1557,5377,201941 (5377)
1558,5378,201837 (5378)
1559,5379,201835 (5379)
1560,5380,201841 (5380)
1561,5381,201763 (5381)
1562,5382,201934 (5382)
1563,5384,201935 (5384)
1564,5385,201936 (5385)
1565,5386,201861 (5386)
1566,5387,201836 (5387)
1567,5391,201954 (5391)
1568,5393,201921 (5393)
1569,5397,201961 (5397)
1570,5398,201864 (5398)
1571,5399,201838 (5399)
1572,5400,201972 (5400)
1573,5401,201925 (5401)
1574,5402,405691 (5402)
1575,5403,201843 (5403)
1576,5406,201939 (5406)
1577,5409,201851 (5409)
1578,5412,201911 (5412)
1579,5413,201922 (5413)
1580,5415,405701 (5415)
1581,5416,201862 (5416)
1582,5417,201923 (5417)
1583,5419,201953 (5419)
1584,5420,201852 (5420)
1585,5421,201853 (5421)
1586,5422,201952 (5422)
1587,5428,201912 (5428)
1588,5429,201914 (5429)
1589,5430,201983 (5430)
1590,5431,202091 (5431)
1591,5432,201854 (5432)
1592,5433,201745 (5433)
1593,5435,201863 (5435)
1594,5436,201982 (5436)
1595,5438,201913 (5438)
1596,5439,202001 (5439)
1597,5444,202011 (5444)
1598,5446,405651 (5446)
1599,5449,202012 (5449)
1600,5454,405671 (5454)
1601,5455,201891 (5455)
1602,5456,201901 (5456)
1603,5460,202002 (5460)
1604,5464,201996 (5464)
1605,5465,201985 (5465)
1606,5469,201892 (5469)
1607,5471,201902 (5471)
1608,5474,201903 (5474)
1609,5477,202109 (5477)
1610,5478,405582 (5478)
1611,5479,202021 (5479)
1612,5481,201904 (5481)
1613,5484,202024 (5484)
1614,5486,202031 (5486)
1615,5488,405672 (5488)
1616,5489,202093 (5489)
1617,5491,201882 (5491)
1618,5492,202046 (5492)
1619,5495,201732 (5495)
1620,5496,201881 (5496)
1621,5506,405575 (5506)
1622,5509,202047 (5509)
1623,5510,202025 (5510)
1624,5511,202092 (5511)
1625,5514,201733 (5514)
1626,5518,405560 (5518)
1627,5522,202082 (5522)
1628,5523,202032 (5523)
1629,5524,202026 (5524)
1630,5526,201871 (5526)
1631,5532,201884 (5532)
1632,5533,201883 (5533)
1633,5538,202033 (5538)
1634,5539,202081 (5539)
1635,5540,202083 (5540)
1636,5541,202094 (5541)
1637,5544,405574 (5544)
1638,5545,202072 (5545)
1639,5547,405431 (5547)
1640,5552,201872 (5552)
1641,5553,202111 (5553)
1642,5563,202073 (5563)
1643,5566,201734 (5566)
1644,5573,405423 (5573)
1645,5574,405430 (5574)
1646,5577,202055 (5577)
1647,5578,202076 (5578)
1648,5582,201741 (5582)
1649,5584,202078 (5584)
1650,5586,202113 (5586)
1651,5591,202121 (5591)
1652,5596,202131 (5596)
1653,5599,202061 (5599)
1654,5600,201752 (5600)
1655,5602,202115 (5602)
1656,5604,202122 (5604)
1657,5606,201743 (5606)
1658,5609,202114 (5609)
1659,5611,202132 (5611)
1660,5615,202141 (5615)
1661,5616,202329 (5616)
1662,5620,202123 (5620)
1663,5625,202124 (5625)
1664,5626,202151 (5626)
1665,5635,202125 (5635)
1666,5637,202126 (5637)
1667,5638,202161 (5638)
1668,5639,202181 (5639)
1669,5640,202199 (5640)
1670,5641,20219A (5641)
1671,5644,202145 (5644)
1672,5656,202142 (5656)
1673,5659,202175 (5659)
1674,5664,202144 (5664)
1675,5665,202193 (5665)
1676,5666,202198 (5666)
1677,5669,202194 (5669)
1678,5670,202197 (5670)
1679,5671,202171 (5671)
1680,5673,202173 (5673)
1681,5674,202323 (5674)
1682,5676,202191 (5676)
1683,5677,202143 (5677)
1684,5678,202409 (5678)
1685,5679,202311 (5679)
1686,5683,202174 (5683)
1687,5685,202203 (5685)
1688,5686,202212 (5686)
1689,5687,202195 (5687)
1690,5688,202172 (5688)
1691,5693,202196 (5693)
1692,5696,201751 (5696)
1693,5701,202321 (5701)
1694,5704,202322 (5704)
1695,5707,202202 (5707)
1696,5708,202335 (5708)
1697,5711,302751 (5711)
1698,5712,202301 (5712)
1699,5715,201753 (5715)
1700,5716,202292 (5716)
1701,5717,202305 (5717)
1702,5718,202334 (5718)
1703,5719,202333 (5719)
1704,5721,202302 (5721)
1705,5723,202293 (5723)
1706,5724,202291 (5724)
1707,5725,202307 (5725)
1708,5726,202229 (5726)
1709,5727,202393 (5727)
1710,5730,202214 (5730)
1711,5731,202211 (5731)
1712,5732,202308 (5732)
1713,5734,202332 (5734)
1714,5735,202331 (5735)
1715,5736,202215 (5736)
1716,5737,202377 (5737)
1717,5738,202391 (5738)
1718,5739,202304 (5739)
1719,5742,202376 (5742)
1720,5743,202371 (5743)
1721,5745,202275 (5745)
1722,5746,202207 (5746)
1723,5752,303151 (5752)
1724,5753,202247 (5753)
1725,5754,202381 (5754)
1726,5755,202274 (5755)
1727,5756,202206 (5756)
1728,5758,302753 (5758)
1729,5760,202341 (5760)
1730,5762,202415 (5762)
1731,5765,202375 (5765)
1732,5766,202231 (5766)
1733,5768,202372 (5768)
1734,5770,202234 (5770)
1735,5773,202382 (5773)
1736,5774,202271 (5774)
1737,5775,303152 (5775)
1738,5780,202373 (5780)
1739,5781,202342 (5781)
1740,5784,302462 (5784)
1741,5785,202414 (5785)
1742,5786,302464 (5786)
1743,5787,302461 (5787)
1744,5788,202282 (5788)
1745,5789,202345 (5789)
1746,5790,202353 (5790)
1747,5792,202241 (5792)
1748,5794,202344 (5794)
1749,5795,302470 (5795)
1750,5797,302451 (5797)
1751,5798,202351 (5798)
1752,5799,202273 (5799)
1753,5800,302452 (5800)
1754,5801,202352 (5801)
1755,5802,302752 (5802)
1756,5803,202283 (5803)
1757,5804,202272 (5804)
1758,5805,202362 (5805)
1759,5806,302453 (5806)
1760,5809,302471 (5809)
1761,5810,302463 (5810)
1762,5811,302473 (5811)
1763,5814,302446 (5814)
1764,5816,302454 (5816)
1765,5817,302563 (5817)
1766,5818,302445 (5818)
1767,5819,202361 (5819)
1768,5822,302455 (5822)
1769,5823,202243 (5823)
1770,5827,302472 (5827)
1771,5829,202363 (5829)
1772,5831,302447 (5831)
1773,5832,202364 (5832)
1774,5833,302562 (5833)
1775,5834,302560 (5834)
1776,5836,302481 (5836)
1777,5837,202261 (5837)
1778,5839,302485 (5839)
1779,5840,202244 (5840)
1780,5841,202262 (5841)
1781,5842,302441 (5842)
1782,5843,302482 (5843)
1783,5847,302754 (5847)
1784,5848,302570 (5848)
1785,5850,302561 (5850)
1786,5851,302484 (5851)
1787,5853,302762 (5853)
1788,5854,302555 (5854)
1789,5858,302442 (5858)
1790,5859,302444 (5859)
1791,5862,202263 (5862)
1792,5864,302554 (5864)
1793,5865,302571 (5865)
1794,5866,302572 (5866)
1795,5868,202264 (5868)
1796,5873,202266 (5873)
1797,5874,302490 (5874)
1798,5879,302552 (5879)
1799,5880,202267 (5880)
1800,5881,202268 (5881)
1801,5882,302700 (5882)
1802,5883,302551 (5883)
1803,5884,302483 (5884)
1804,5887,302582 (5887)
1805,5888,20226A (5888)
1806,5890,303302 (5890)
1807,5891,202258 (5891)
1808,5893,302510 (5893)
1809,5894,302443 (5894)
1810,5895,302491 (5895)
1811,5897,303290 (5897)
1812,5899,302500 (5899)
1813,5901,302761 (5901)
1814,5902,302701 (5902)
1815,5903,303162 (5903)
1816,5904,302501 (5904)
1817,5905,302581 (5905)
1818,5906,303303 (5906)
1819,5910,303161 (5910)
1820,5911,302540 (5911)
1821,5913,303142 (5913)
1822,5916,303141 (5916)
1823,5919,302884 (5919)
1824,5920,302553 (5920)
1825,5922,304620 (5922)
1826,5923,302710 (5923)
1827,5924,303120 (5924)
1828,5925,302691 (5925)
1829,5927,302541 (5927)
1830,5929,302883 (5929)
1831,5931,202251 (5931)
1832,5932,302591 (5932)
1833,5934,302882 (5934)
1834,5937,303110 (5937)
1835,5938,302721 (5938)
1836,5939,302692 (5939)
1837,5943,303280 (5943)
1838,5944,302511 (5944)
1839,5947,303092 (5947)
1840,5949,302771 (5949)
1841,5951,302885 (5951)
1842,5952,302592 (5952)
1843,5954,302720 (5954)
1844,5956,303133 (5956)
1845,5957,302520 (5957)
1846,5958,302602 (5958)
1847,5960,302890 (5960)
1848,5961,302891 (5961)
1849,5962,303100 (5962)
1850,5965,302782 (5965)
1851,5968,302593 (5968)
1852,5969,302712 (5969)
1853,5978,303132 (5978)
1854,5980,303093 (5980)
1855,5981,302861 (5981)
1856,5982,302594 (5982)
1857,5983,303171 (5983)
1858,5984,303265 (5984)
1859,5986,302601 (5986)
1860,5987,302533 (5987)
1861,5988,302680 (5988)
1862,5989,302862 (5989)
1863,5993,303101 (5993)
1864,5995,303094 (5995)
1865,5996,302772 (5996)
1866,5998,302900 (5998)
1867,6000,302901 (6000)
1868,6001,303273 (6001)
1869,6002,302730 (6002)
1870,6005,302783 (6005)
1871,6010,302681 (6010)
1872,6011,302902 (6011)
1873,6019,303183 (6019)
1874,6023,303080 (6023)
1875,6025,302530 (6025)
1876,6026,303172 (6026)
1877,6027,302871 (6027)
1878,6029,302603 (6029)
1879,6030,302872 (6030)
1880,6031,303182 (6031)
1881,6032,302731 (6032)
1882,6033,202253 (6033)
1883,6036,302671 (6036)
1884,6037,303134 (6037)
1885,6038,302740 (6038)
1886,6041,303070 (6041)
1887,6046,302910 (6046)
1888,6052,303181 (6052)
1889,6055,302931 (6055)
1890,6056,303071 (6056)
1891,6057,302934 (6057)
1892,6059,302431 (6059)
1893,6063,302790 (6063)
1894,6066,302621 (6066)
1895,6067,303184 (6067)
1896,6068,302932 (6068)
1897,6069,303251 (6069)
1898,6070,302672 (6070)
1899,6072,303191 (6072)
1900,6075,302610 (6075)
1901,6077,302741 (6077)
1902,6078,302920 (6078)
1903,6082,303192 (6082)
1904,6083,302850 (6083)
1905,6084,304490 (6084)
1906,6086,302662 (6086)
1907,6093,302674 (6093)
1908,6094,302611 (6094)
1909,6095,302803 (6095)
1910,6096,303193 (6096)
1911,6098,302532 (6098)
1912,6099,302800 (6099)
1913,6100,302856 (6100)
1914,6105,302851 (6105)
1915,6106,303263 (6106)
1916,6108,302791 (6108)
1917,6109,302933 (6109)
1918,6110,302853 (6110)
1919,6111,303230 (6111)
1920,6112,304480 (6112)
1921,6115,303060 (6115)
1922,6116,302612 (6116)
1923,6122,303050 (6122)
1924,6125,302941 (6125)
1925,6135,303202 (6135)
1926,6138,302620 (6138)
1927,6139,302661 (6139)
1928,6140,303240 (6140)
1929,6142,302940 (6142)
1930,6143,302852 (6143)
1931,6146,303241 (6146)
1932,6153,303015 (6153)
1933,6154,302622 (6154)
1934,6157,302841 (6157)
1935,6160,302666 (6160)
1936,6161,303262 (6161)
1937,6162,302811 (6162)
1938,6165,304481 (6165)
1939,6172,303013 (6172)
1940,6174,302668 (6174)
1941,6175,304391 (6175)
1942,6177,302990 (6177)
1943,6178,303212 (6178)
1944,6180,302631 (6180)
1945,6181,302531 (6181)
1946,6183,303242 (6183)
1947,6184,303981 (6184)
1948,6186,302665 (6186)
1949,6188,303042 (6188)
1950,6190,302433 (6190)
1951,6196,303014 (6196)
1952,6199,303001 (6199)
1953,6202,302812 (6202)
1954,6210,303971 (6210)
1955,6211,304390 (6211)
1956,6217,303041 (6217)
1957,6219,302962 (6219)
1958,6228,302630 (6228)
1959,6233,302843 (6233)
1960,6235,302842 (6235)
1961,6241,303800 (6241)
1962,6255,303961 (6255)
1963,6259,304380 (6259)
1964,6264,303972 (6264)
1965,6268,303021 (6268)
1966,6273,302970 (6273)
1967,6276,302821 (6276)
1968,6277,302820 (6277)
1969,6284,302642 (6284)
1970,6294,303965 (6294)
1971,6297,303975 (6297)
1972,6300,302822 (6300)
1973,6304,304151 (6304)
1974,6307,303963 (6307)
1975,6318,303811 (6318)
1976,6322,302983 (6322)
1977,6326,302641 (6326)
1978,6328,302971 (6328)
1979,6340,303812 (6340)
1980,6341,303964 (6341)
1981,6346,303976 (6346)
1982,6352,303476 (6352)
1983,6353,302640 (6353)
1984,6358,304026 (6358)
1985,6364,304172 (6364)
1986,6365,303821 (6365)
1987,6366,304021 (6366)
1988,6374,303780 (6374)
1989,6376,304027 (6376)
1990,6379,303491 (6379)
1991,6382,303483 (6382)
1992,6383,303490 (6383)
1993,6385,303471 (6385)
1994,6386,303472 (6386)
1995,6387,303484 (6387)
1996,6390,303824 (6390)
1997,6393,304025 (6393)
1998,6398,303474 (6398)
1999,6399,303473 (6399)
2000,6400,303481 (6400)
2001,6401,303482 (6401)
2002,6402,303825 (6402)
2003,6403,304024 (6403)
2004,6410,304022 (6410)
2005,6413,303475 (6413)
2006,6419,303941 (6419)
2007,6435,303704 (6435)
2008,6440,304114 (6440)
2009,6441,303492 (6441)
2010,6442,303781 (6442)
2011,6444,304101 (6444)
2012,6451,304174 (6451)
2013,6453,304023 (6453)
2014,6460,303832 (6460)
2015,6469,304102 (6469)
2016,6477,304032 (6477)
2017,6485,303773 (6485)
2018,6488,303833 (6488)
2019,6489,303740 (6489)
2020,6490,303741 (6490)
2021,6491,303691 (6491)
2022,6493,303693 (6493)
2023,6496,303460 (6496)
2024,6499,303511 (6499)
2025,6500,304036 (6500)
2026,6506,304104 (6506)
2027,6509,303837 (6509)
2028,6510,303932 (6510)
2029,6512,303694 (6512)
2030,6515,303838 (6515)
2031,6521,303933 (6521)
2032,6523,304033 (6523)
2033,6525,304182 (6525)
2034,6531,303692 (6531)
2035,6535,303751 (6535)
2036,6537,303771 (6537)
2037,6538,303841 (6538)
2038,6540,303763 (6540)
2039,6541,303851 (6541)
2040,6548,304041 (6548)
2041,6553,303453 (6553)
2042,6554,303454 (6554)
2043,6576,304181 (6576)
2044,6584,304042 (6584)
2045,6603,303450 (6603)
2046,6633,304083 (6633)
2047,6634,303843 (6634)
2048,6640,303444 (6640)
2049,6645,304220 (6645)
2050,6649,303774 (6649)
2051,6660,303445 (6660)
2052,6674,303452 (6674)
2053,6683,303844 (6683)
2054,6709,304061 (6709)
2055,6716,303871 (6716)
2056,6721,303430 (6721)
2057,6724,303431 (6724)
2058,6729,303433 (6729)
2059,6736,303532 (6736)
2060,6774,303530 (6774)
2061,6783,304062 (6783)
2062,6791,303410 (6791)
2063,6793,303543 (6793)
2064,6806,303551 (6806)
2065,6813,303585 (6813)
2066,6821,303562 (6821)
2067,6829,304870 (6829)
2068,6830,303581 (6830)
2069,6835,303403 (6835)
2070,6837,303392 (6837)
2071,6848,304781 (6848)
2072,6850,304783 (6850)
2073,6857,304830 (6857)
2074,6858,303592 (6858)
2075,6859,304701 (6859)
2076,6861,304782 (6861)
2077,6863,303583 (6863)
2078,6876,303610 (6876)
2079,6877,303612 (6877)
2080,6878,303601 (6878)
2081,6887,303590 (6887)
2082,6890,303391 (6890)
2083,6928,303380 (6928)
2084,6930,303381 (6930)
